Measure,Mode p,Mode δ,Mode 95%CI,Role p,M×R p,Opp p,Top pairwise,that p
outcome_dwell_s,.425,.15,"[−.21, .50]",.882,.829,.350,Mode | Seller (X2 vs X4),.427
